Title,Year,Rating,Votes,Synopsis,Runtime
"LSD 2: Love, Sex Aur Dhokha 2",2024,3.8,2700.0,"Complexities of modern relationships and self-discovery in the high-tech age are explored through interconnected stories of love, friendship, and identity.",1h 59m
Daaru Na Peenda Hove,2024,7.9,2300.0,A carefree bachelor's life is disrupted when he is thrust into the role of caregiver for a spirited young girl.,1h 51m
Love Li,2024,6.7,13000.0,Follows an Orphan who later becomes a gangster when he grows up,2h 48m
Virunnu,2024,7.9,876.0,"Famous businessman John Kalathil dies by suicide. 6 months later, his wife Elizabeth meets a tragic accident. On her deathbed, she tasks auto driver Hemand to pass a secret to Comrade Balettan.",2h 5m
Chow Chow Bath,2024,8.0,1200.0,A celebration of emotions and relationships,1h 50m
#Lifestories,2024,8.5,2000.0,"A collection of six shorts exploring the range of human emotions through diverse protagonists experiencing joy, solitude, guilt, and love's complexities.",1h 44m
Warning 2,2024,7.2,861.0,"Geja fails to assassinate Pamma and ends up in the same jail, where he's intent on finishing the job. A merciless cop's plan to transfer the dangerous prisoners escalates the situation.",2h 5m
Jithender Reddy,2024,9.5,2300.0,"The life of a courageous Jithender Reddy who rises as a student leader, fighting for the rights of his fellow students and inspired by his mentor's guidance.",2h 16m
Kaagaz 2,2024,5.9,2700.0,The Struggles of a common man whose right to life is infringed upon by protests and rallies,2h 5m
Sarangadhariya,2024,8.6,3100.0,"Krishna's family deals with sons' unemployment, daughter's marriage prospects. A hidden secret emerges, challenging their unity. They navigate this crisis while reflecting societal issues.",2h 30m
CID Ramachandran Retd SI,2024,6.9,537.0,"Retired police inspector Ramachandran investigates a case of falsely accused suspects in a rural area, uncovering lies, betrayal, and the real culprit to exonerate the innocent and restore faith in justice.",2h 8m
Double Tuckerr,2024,5.0,1200.0,"Aravind has been gifted with two angels in his life ever since his birth. However, his life dramatically changes forever when one of the angels commits an error that accidentally costs him his life, resulting in his untimely demise.",2h
Gary,2024,6.6,502.0,"Explores Gary Coleman's rise to fame as a child star, his struggles with living in the spotlight, financial troubles, depression, and the controversy surrounding his tragic death at age 42, providing insight into his private world.",1h 31m
Mission: Chapter 1,2024,5.9,1700.0,A father takes his daughter to UK for treatment. But he ends up in trouble. What happens next ?,2h 24m
Takintilar,2024,2.3,955.0,"Famous therapist Dr. Baykal is late. Six obsessive compulsive disorder patients meet in a clinic, get acquainted, and explore group therapy while waiting for his consultation.",1h 36m
Pekamedalu,2024,8.5,2300.0,"Young married couple from heartlands face ideological divide. Varalaxmi, grounded homemaker values steady income. Laxman, jobless husband seeks shortcuts for entrepreneurial dreams.",2h
Kamthaan,2024,6.6,1200.0,"A petty criminal executing a routine burglary inadvertently targets the home of a newly promoted police official, setting off a spiral of chaos.",2h 4m
Malayalee from India,2024,5.6,4900.0,An unemployed young man named Aalparambil Gopi is compelled to embark on a journey away from his home. This unplanned trip ultimately changes the course of his life in a remarkable way.,2h 40m
Kevin James: Irregardless,2024,5.6,829.0,"Kevin James stand-up comedy special with topics including parenting, marriage, and getting older.",1h 2m
G for Gap,2024,7.2,504.0,"Wudi returns to hometown after career/love setbacks, disrupting family life. Forced cohabitation, he explores new paths. Meeting old classmate Feng Liuliu unexpectedly alters his trajectory amid rejections.",1h 43m
Devil,2024,4.5,1600.0,"Hema married to Alex meets Arun in accident, bond grows. Will Proximity causes strain on Hema's relationship with Alex.",1h 58m
Políticamente incorrectos,2024,5.1,548.0,"Laura, left-wing, and Pablo, right-wing, go into politics to get that their respective leader win the elections. But, as usually it happens in politics, once the war begins, nothing ends as it was wanted.",1h 30m
Beline,2024,5.7,1300.0,"An old, single man leads a retired and lonely life but enjoys it as much as possible. Everything changes when he receives a wrong number phone call, creating a window into the lives of a girl and her live-in partner.",1h 28m
Thookudurai,2024,4.3,2300.0,"In the 18th Century, Tributary Monarch Nirpathunga Varman's diadem becomes the centerpiece of an annual carnival. In 1996, a forbidden love affair leads to tragedy, revenge, and a cursed spirit. Two decades later, the carnival's ..",2h 5m
Average Student Nani,2024,8.6,2200.0,"The Movie is about a very normal guy NANI's four year College life, his Love, fights with Senior students, Family turbulence he navigates through. How the Senior SARA, Junior ANU and the College life transform him and impact his family forms the story.",2h 18m
Sandeham,2024,8.1,2000.0,A newlywed couple gets into trouble when the husband discovers that his wife still has feelings for her ex-boyfriend. What will the consequences of this love triangle be? To what extent will he go to win his wife's love forever?,1h 59m
Binny and Family,2024,7.5,3200.0,Rebellious teenage Binny and her conservative grandfather from Bihar connect after a dramatic incident. Can the contrasting personalities bridge generational gaps and impact each other's lives?,2h 20m
Dharmaveer 2,2024,5.5,10000.0,"Explores Anand Dighe's life, tracing his political journey and capturing the essence of his impactful legacy as a prominent figure.",2h 10m
Sharmajee Ki Beti,2024,6.3,5100.0,"Multi-generational ensemble about the modern, middle-class female experience and the lives of urban women, all with the common surname of Sharma.",1h 56m
We Ride at Dawn,2024,6.1,632.0,"From marrying a zaddy to unrealistic sex scenes in movies, Hannah Berner unpacks romance, dating and more in this raunchy stand-up special.",50m
Pagalariyaan,2024,4.6,688.0,Wolf elopes with the daughter of a gangster named Silent though she doesn't realise that she has been kidnapped with a hidden agenda. What will happen to the girl ?,1h 51m
Satyabhama,2024,5.9,1500.0,"ACP Satyabhama investigates a missing person case, uncovering dark secrets across shadowy towns. Her past haunts her as she races to find the truth and redemption amidst the high-stakes investigation.",2h 12m
Hubba,2024,5.9,1000.0,"Based on the life of Hubba Shyamal Das, a gangster, often referred to as the 'Dawood Ibrahim of Hooghly', who was booked in over 30 cases, including murder, extortion, and drug smuggling.",2h 15m
The Birthday Boy,2024,8.8,3000.0,"Five childhood friends went abroad to pursue higher education. While celebrating one of their friend's birthday, an incident happens which turns their lives upside down. The whole story revolves around the incident. Based on a True Story.",1h 58m
Simbaa,2024,6.0,2200.0,"Environmental activist Purushottam Reddy, alias Simbaa, wages a battle against industrial pollution. Saving three lives sparks their gratitude journey, fueling a quest to bring justice against nature's adversaries.",2h 1m
Mandakini,2024,5.9,2900.0,Aromal and Ambili tied the knot.Aromal was really excited and delighted to start a life with Ambili but on that wedding night an unlikely incident happened which will put the entire family in complex situation.,2h 7m
Dhakshina,2024,8.5,4600.0,Vizag city is horrified with brutal murders by a serial killer. A police officer arrests a crazy lady who is being spotted preceding at every murder scene. What is the shocking twist that the police officer knows from her investigation?,1h 47m
Pechi,2024,5.6,1400.0,Revolves around age-old practices such as black magic and witchcraft.,1h 50m
Shekko,2024,6.0,514.0,"The film's events revolve around a group of outlaw friends who engage in criminal and suspicious activities, but it leads them to major crises with dangerous consequences.",2h
Thappinchuku Thiruguvadu Dhanyudu Sumathi,2024,5.7,1000.0,Four different characters and their lives gets entangled in a Bank robbery by one of them and what happens with the loot.,1h 31m
Luv Ki Arrange Marriage,2024,3.9,4500.0,Luv is in love with Ishika and wants to ask for her hand in marriage. A laughter riot follows when his widowed father falls in love with Ishika's mother. Which couple has a more successful love story?,2h 15m
Por,2024,5.0,596.0,"Journey that delves deep into the complexities of friendship. Set against the backdrop of a vibrant college festival, the movie explores the intricate dynamics between two friends whose paths diverge and ignite a fierce competition.",2h 34m
Usha Parinayam,2024,9.0,2000.0,"Two Indians, Honey and Usha, who rejected each other at a matchmaking event, cross paths again while living as immigrants in a foreign country, exploring their connection.",2h 24m
Son of a Rich 2,2024,5.7,997.0,"Grisha, a former spoiled brat, who was a serf and became a man, after a trip to the ""past"" is sensitive to any injustice. And, of course, he cannot get past the lawlessness that the impudent and spoiled Katya creates. It is not surprising that soon spoiled girl finds itself in a different time.",1h 54m
Rule of Thirds,2024,6.8,1200.0,"Monte Ashcroft, photographer, meets Dakota Thompson, server, during desert shoot; instant connection despite her secret. Their profound bond forms crux of story.",1h 42m
Nalla Perai Vaanga Vendum Pillaigale,2024,8.3,572.0,"A carefree youngster from a small town meets an assertive girl on a bike ride. What happens when true intentions are revealed? Will the trip change their lives better, good or worse?",1h 55m
Like Aani Subscribe,2024,7.4,6100.0,"Revolves around a young vlogger, who is also an aspiring actress. Her life turns dramatically when she gets involved in a murder mystery.",2h 20m
18×2 Beyond Youthful Days,2024,7.3,1700.0,"Ami, a Japanese backpacker, and Jimmy work together at a KTV. They bond over work and adventures, but Ami leaves suddenly. Eighteen years later, Jimmy finds a postcard from Ami, sparking a journey to Japan to find closure and reconnect.",2h 3m
The Program,2024,7.2,656.0,"Explores the unprecedented bipartisan congressional effort to uncover what intelligence agencies really know about UFOs, now referred to as UAP.",1h 42m
Adbhut,2024,5.2,586.0,A couple moves into a new house followed by strange incidents. A legendary local detective is baffled by the case.,2h
Amber Alert,2024,6.0,5000.0,A ride-share turns into a high-stakes game of cat and mouse after it follows a car fitting the description of an AMBER ALERT.,1h 30m
Omni Loop,2024,5.5,2000.0,"A woman from Miami, Florida decides to solve time travel in order to go back and be the person she always intended to.",1h 52m
Timestalker,2024,5.5,2700.0,The hapless heroine Agnes reincarnated every time she makes the same mistake: falling in love with the wrong man.,1h 29m
Armand,2024,6.3,1800.0,"Armand, a 6-year-old boy, is accused of crossing boundaries against his best friend at elementary school.",1h 57m
Ordinary Angels,2024,7.4,15000.0,Inspired by the incredible true story of a hairdresser who single-handedly rallies an entire community to help a widowed father save the life of his critically ill young daughter.,1h 58m
The Bad Shepherd,2024,4.4,596.0,A group of friends on a hunting trip accidentally run over a woman carrying a bag of money. Their loyalty is put to the test when a strange man comes knocking.,1h 31m
Girl Haunts Boy,2024,6.3,2700.0,"Follows Bea, a teenager ghost who forms a special friendship with Cole, the new guy in town, whose house she has been inhabiting for over 100 years.",1h 40m
Aavesham,2024,7.8,26000.0,Three teenagers reach Bangalore for their engineering degree and gets involved in a fight with seniors. They find a local gangster named Ranga to help them take revenge.,2h 35m
Ricky Stanicky,2024,6.2,54000.0,"When three childhood best friends pull a prank that goes wrong, they invent the imaginary Ricky Stanicky to get them out of trouble. Twenty years later, they still use the nonexistent Ricky as a handy alibi for their immature behavior.",1h 53m
My Favourite Cake,2024,7.4,6000.0,"Seventy-year-old Mahin, solitary until now, chooses to revive her love life. A chance encounter becomes an unforgettable evening.",1h 37m
Arthur the King,2024,7.0,33000.0,An adventure racer adopts a stray dog named Arthur to join him in an epic endurance race.,1h 47m
Rebel Moon - Part Two: The Scargiver,2024,5.3,58000.0,"Kora and surviving warriors prepare to defend Veldt, their new home, alongside its people against the Realm. The warriors face their pasts, revealing their motivations before the Realm's forces arrive to crush the growing rebellion.",2h 2m
The Devil's Bath,2024,6.6,5400.0,"Austria in the 18th century. Forests surround villages. Killing a baby gets a woman sentenced to death. Agnes readies for married life with her beloved. But her mind and heart grow heavy. A gloomy path alone, evil thoughts arising.",2h 1m
Canary Black,2024,5.3,10000.0,It follows Avery Graves as she is blackmailed by terrorists into betraying her own country to save her kidnapped husband.,1h 41m
Kishkindha Kaandam,2024,8.0,10000.0,"Strange events unfold in a monkey-inhabited village, prompting a newlywed pair and forest officials to embark on a mission to uncover the root cause of the peculiar disturbances.",2h 13m
Someone Like You,2024,5.8,1700.0,"After the tragic loss of his best friend, a grieving young architect launches a search for her secret twin sister.",1h 58m
The Piano Lesson,2024,6.2,4400.0,"Follows the lives of the Charles family as they deal with themes of family legacy and more, in deciding what to do with an heirloom, the family piano.",2h 7m
The Southern Chronicles,2024,8.9,1600.0,"It follows Rimants who is more interested in playing rugby, listening to music and dealing on the black market than studying for school, but when he falls in love with Monika, his faith in love and the future is tested.",2h
La Cocina,2024,7.3,1800.0,"In the heart of a bustling Times Square kitchen, dreams and desperation collide as the staff each chase the elusive American dream.",2h 19m
The Platform 2,2024,4.9,37000.0,"A thrilling physical journey that allows an approach to the darkness, where it is scary to look. It appeals to the viewer's civil responsibility and forces them to face the limits of their own solidarity.",1h 39m
Take Cover,2024,5.1,2100.0,A burned-out professional sniper finds himself trapped in an all-glass penthouse by a lethal competitor and must find a way to survive and escape with little to no cover between him and the killer.,1h 30m
The Beast Within,2024,4.2,4200.0,"After a series of strange events leads her to question her family's isolated life on a fortified compound deep in the English wilds, 10-year-old Willow follows her parents on one of their secret late-night treks to the heart of the forest.",1h 37m
Mary,2024,5.2,7600.0,"In this timeless coming-of-age story, Mary is shunned following an otherworldly conception and forced to flee when Herod's insatiable thirst for power ignites a murderous pursuit for the newborn.",1h 52m
Watchmen: Chapter I,2024,7.0,5800.0,"In 1985, the murder of a government sponsored superhero draws his outlawed colleagues out of retirement and into a mystery that threatens to upend their personal lives and the world itself.",1h 23m
Succubus,2024,4.7,1100.0,"A new father struggling with fatigue, emotional insecurities, and a failing marriage joins a dating app, only to swipe right on what may be an inhuman presence.",1h 43m
The Shadow Strays,2024,6.5,8500.0,"Codename 13, a 17-year-old assassin, is suspended due to a sloppy mission in Japan. She meets 11-year-old Monji, who loses his mother, and sets out to rescue him.",2h 24m
Year 10,2024,5.5,1700.0,"Following a catastrophic event that has destroyed civilization, a young man must confront a group of cannibals who have murdered his father and stolen the medicine keeping his girlfriend alive.",1h 36m
Bob Marley: One Love,2024,6.2,34000.0,"The story of how reggae icon Bob Marley overcame adversity, and the journey behind his revolutionary music.",1h 47m
Thangalaan,2024,6.6,6300.0,"Based on the true events that revolve around the lives of mine workers in the Kolar Gold Fields, Karnataka.",2h 36m
Find Me Falling,2024,6.3,12000.0,"After a failed comeback album, rock star John Allman escapes to a dreamy Mediterranean island, only to discover that his new cliffside home has an unfortunate notoriety that attracts unwanted visitors and an old flame.",1h 33m
Let Go,2024,7.0,6000.0,"Stella juggles demands of young son, moody teen daughter, and distant husband. Chaos ensues until a message prompts a family trip where she must overcome challenges to reunite them.",1h 50m
Stream,2024,5.5,5700.0,"The Keenan family's simple weekend getaway truly turns into a vacation to die for, as four deranged killers playing a sadistic game lock down their hotel and compete for the most creative murders of all the guests.",2h 3m
Stree 2,2024,6.9,40000.0,"After the events of Stree, the town of Chanderi is being haunted again. This time, women are mysteriously abducted by a terrifying headless entity. Once again, it's up to Vicky and his friends to save their town and loved ones.",2h 27m
Sweethearts,2024,5.6,3400.0,"Two college freshmen pull a ""Turkey Dump"" and break up with their high school sweethearts over ""Drunksgiving"" - the one chaotic night before Thanksgiving in their hometown that puts their codependent friendship to the test.",1h 38m
Rich Flu,2024,8.1,3600.0,Explores how far people would go to save themselves when the wealth that made the world go round then becomes its most dangerous commodity after a strange disease threatens to kill anyone with any sort of fortune.,1h 56m
Lost on a Mountain in Maine,2024,6.2,798.0,"Based on the book by the same name, the film tells the inspiring story of a 12-year-old boy who, separated from his family by a fast-moving storm, must fight to stay alive during his nine-day adventure lost in the backwoods of Maine.",1h 38m
Lick,2024,6.3,550.0,"Evelyn wakes up in Vegas married to rock star David after blacking out on her 21st birthday. Thrust into his fame, she questions if she can handle his lifestyle as they navigate if their marriage is real or a mistake.",1h 15m
Dear Santa,2024,5.4,18000.0,"When a young boy mails his Christmas wish list to Santa with one crucial spelling error, a devilish Jack Black arrives to wreak havoc on the holidays.",1h 47m
Outbreak,2024,4.4,673.0,"A Psychological Thriller about a state park ranger husband and his wife struggling to come to terms with their missing teenage son while dealing with a local mystery that questions their relationship and in the end, their grip on reality.",1h 28m
The Exorcism,2024,4.2,11000.0,A troubled actor begins to exhibit a disruptive behavior while shooting a horror film. His estranged daughter wonders if he's slipping back into his past addictions or if there's something more sinister at play.,1h 35m
Our Little Secret,2024,5.7,23000.0,Two resentful exes must awkwardly spend Christmas together after they learn that their new partners are siblings.,1h 41m
Boot Camp,2024,5.7,858.0,"Follows unathletic Whitney Carmichael, who signs up for an intense summer boot camp to reinvent herself and falls for her personal trainer. She then finds the strength to embrace her true self and ignore the others' expectations.",1h 34m
Cellar Door,2024,5.2,2700.0,"Looking for a fresh start after a miscarriage, a couple find themselves being gifted the house of their dreams with one caveat - they can never open the cellar door. Whether they can live without knowing triggers shocking consequences.",1h 37m
The Remarkable Life of Ibelin,2024,8.2,11000.0,"Mats Steen, a Norwegian gamer, died of a degenerative muscular disease at the age of 25. His parents mourned what they thought had been a lonely and isolated life, when they started receiving messages from online friends around the world.",1h 43m
The Painter,2024,4.7,2100.0,"An ex-CIA operative is thrown back into a dangerous world when a mysterious woman from his past resurfaces. Now exposed and targeted by a relentless killer and a rogue black ops program, he must rely on skills he thought he left behind.",1h 40m
Lisa Frankenstein,2024,6.1,27000.0,"A coming of RAGE love story about a teenager and her crush, who happens to be a corpse. After a set of horrific circumstances bring him back to life, the two embark on a journey to find love, happiness - and a few missing body parts.",1h 41m
The Girl in the Pool,2024,4.3,1300.0,A well-to-do family man is forced to struggle through a surprise birthday party moments after hiding the murdered corpse of his mistress.,1h 29m
Armor,2024,3.5,3400.0,A father and son working as security guards for an armored truck company encounter a team of would-be robbers while on a bridge. They become trapped and must come up with a plan to escape and ensure their survival.,1h 29m
Under Paris,2024,5.2,35000.0,"To save Paris from a bloodbath, a grieving scientist is forced to face her tragic past when a giant shark appears in the Seine.",1h 44m
Bagman,2024,4.7,3800.0,"When a sinister threat from his childhood returns to haunt him, a father desperately struggles against his deepest inner fear. Only this time, the fight isn't for himself; it's for his family.",1h 33m
Kalki 2898-AD,2024,7.0,65000.0,The future of those in the dystopian city of Kasi is altered when the destined arrival of Lord Vishnu's final avatar launches a war against darkness.,3h
Harold and the Purple Crayon,2024,5.7,7300.0,"Inside of his book, adventurous Harold can make anything come to life simply by drawing it. After he grows up and draws himself off the book's pages and into the physical world, Harold finds he has a lot to learn about real life.",1h 30m
Something in the Water,2024,4.1,4200.0,A group of five friends must fight for their lives in open water after a dream wedding turns into a nightmare.,1h 26m
The Silent Hour,2024,6.1,6200.0,A detective with hearing loss and a deaf witness to a murder must lean on each other to outsmart killers they can't hear coming when cornered in an abandoned apartment block.,1h 39m
The Inheritance,2024,4.7,2600.0,"A billionaire on the eve of his 75th birthday, invites his estranged children back home out of fear that tonight someone or something is going to kill him. He puts each of their inheritances on the line, to make sure they'll help.",1h 25m
The Garfield Movie,2024,5.7,23000.0,"After Garfield's unexpected reunion with his long-lost father, ragged alley cat Vic, he and his canine friend Odie are forced from their perfectly pampered lives to join Vic on a risky heist.",1h 41m
Boneyard,2024,4.1,4600.0,Inspired by the true events of a serial killer that may still be out there today.,1h 36m
Touch,2024,7.4,4700.0,"A romantic and thrilling story that spans several decades and continents; Touch follows one man's emotional journey to find his first love who disappeared 50 years ago, before his time runs out.",2h 1m
The End,2024,5.5,1400.0,"After decades alone, a wealthy family living in a salt mine encounters a stranger.",2h 28m
In a Violent Nature,2024,5.6,24000.0,"When a locket is removed from a collapsed fire tower in the woods that entombs the rotting corpse of Johnny, a vengeful spirit spurred on by a horrific 70-year old crime, his body is resurrected and becomes hellbent on retrieving it.",1h 34m
Incoming,2024,5.8,13000.0,Four freshmen navigate the terrors of adolescence at their first-ever high school party.,1h 31m
Atlas,2024,5.6,55000.0,"In a bleak-sounding future, an A.I. soldier has determined that the only way to end war is to end humanity.",1h 58m
Soundtrack to a Coup d'Etat,2024,7.9,1500.0,Jazz and decolonization are entwined in this historical rollercoaster that rewrites the Cold War episode that led musicians Abbey Lincoln and Max Roach to crash the UN Security Council in protest against the murder of Patrice Lumumba.,2h 30m
Lonely Planet,2024,5.7,11000.0,"At a retreat in Morocco, a woman meets a young man whose acquaintanceship evolves into an intoxicating, life-altering love affair.",1h 34m
Bonhoeffer,2024,6.3,3000.0,"As the world teeters on the brink of annihilation, Dietrich Bonhoeffer joins a deadly plot to assassinate Hitler, risking his faith and fate to save millions of Jews from genocide.",2h 13m
Black Box Diaries,2024,7.6,1700.0,"Journalist Shiori Ito investigates her own sexual assault, seeking to prosecute the high-profile offender. Her quest becomes a landmark case, exposing Japan's outdated judicial and societal systems.",1h 42m
Apocalypse Z: The Beginning of the End,2024,6.1,18000.0,"Manel is sheltering from a rabies-like disease which sweeps the planet, until he is forced to leave and meet unlikely but essential traveling companions.",1h 57m
Pani,2024,6.9,2300.0,"When the peaceful married life of a couple is unexpectedly disrupted by two youngsters with criminal inclination, the trials and tribulations connect the mobster lives of Thrissur by becoming a part of vengeance.",2h 23m
Spellbound,2024,5.7,5900.0,"Ellian is a tenacious princess who must go on a daring quest to save her family and kingdom after a mysterious spell transforms her parents, the King and Queen of Lumbria, into monsters.",1h 49m
2073,2024,5.1,1300.0,"It will tackle challenges the world faces and is inspired by Chris Marker's iconic 1962 featurette La Jetée, about a time traveler who risks his life to change the course of history and save the future of humanity.",1h 25m
Unfrosted,2024,5.5,34000.0,"In 1963 Michigan, business rivals Kellogg's and Post compete to create a cake that could change breakfast forever.",1h 37m
Dead Sea,2024,5.3,5000.0,"Stranded in the open sea after a fatal accident, a young woman and her two friends are rescued by a fishing vessel's captain, unaware that the ship harbors a chilling secret.",1h 28m
Young Woman and the Sea,2024,7.5,16000.0,"The story of competitive swimmer Gertrude Ederle, who, in 1926, was the first woman to ever swim across the English Channel.",2h 9m
Monster Summer,2024,5.7,3200.0,"When a mysterious force begins to disrupt their big summer fun, Noah and his friends team up with a retired police detective to embark on a monstrous adventure to save their island.",1h 37m
Ghostlight,2024,7.6,5100.0,"When a construction worker unexpectedly joins a local theater's production of Romeo and Juliet, the drama onstage starts to mirror his own life.",1h 55m
The Front Room,2024,4.6,4800.0,"It tells the story of a newly pregnant couple who are forced to take in an ailing, estranged stepmother.",1h 34m
Jackpot!,2024,5.8,29000.0,"In the near future, a 'Grand Lottery' has been newly established in California - the catch: kill the winner before sundown to legally claim their multi-billion dollar jackpot.",1h 46m
Upgraded,2024,6.1,28000.0,"Ana, an ambitious intern at an art auction house in New York City, misrepresents herself to a handsome wealthy man as the director. As their romance develops, her deception creates challenges that threaten her career and relationship.",1h 44m
Look Back,2024,7.8,13000.0,"The overly confident Fujino and the shut-in Kyomoto couldn't be more different, but a love of drawing manga brings these two small-town girls together.",58m
Fighter,2024,6.2,52000.0,A reckless yet brilliant squadron leader and his team of elite fighter pilots face mortal dangers and inner demons as they unite for a deadly mission.,2h 46m
Tarot,2024,4.8,30000.0,"When a group of friends recklessly violates the sacred rule of Tarot readings, they unknowingly unleash an unspeakable evil trapped within the cursed cards. One by one, they come face to face with fate and end up in a race against death.",1h 32m
AfrAId,2024,5.2,12000.0,The Pike family is selected to test a new home device: a digital assistant called AIA. AIA learns the family's behaviors and begins to anticipate their needs. And she can make sure nothing - and no one - gets in her family's way.,1h 24m
Long Gone Heroes,2024,5.2,771.0,"A special forces soldier who has given up country, religion, and even hope, must return to the field of battle to track down his niece, a reporter, caught in the middle of an illegal private contracting operation that went dead wrong.",1h 32m
Let's Start a Cult,2024,5.9,1000.0,"After missing out on a long-awaited mass suicide, an obnoxious cult member teams up with his former leader to gain a new following.",1h 30m
Winnie-the-Pooh: Blood and Honey II,2024,4.7,11000.0,"Not wanting to live in the shadows any longer, Winnie-the-Pooh, Piglet, Owl, and Tigger take their fight to the town of Ashdown, leaving a bloody trail of death and mayhem in their wake.",1h 33m
Trigger Warning,2024,4.6,19000.0,"A special forces commando returns to her hometown after her father's sudden death, only to run afoul of a violent gang when she starts asking questions.",1h 46m
The Colors Within,2024,7.3,546.0,A girl who can see colors in people's hearts joins a band with two other people.,1h 41m
Girls Will Be Girls,2024,7.1,2000.0,"At a strict boarding school nestled in the Himalayan foothills, 18-year-old Mira first discovers desire and romance. However, her curious, rebellious, coming-of-age is disrupted by her young mother, who never got to come of age herself.",1h 58m
Rumours,2024,5.1,3700.0,"The leaders of seven wealthy democracies get lost in the woods while drafting a statement on a global crisis, facing danger as they attempt to find their way out.",1h 44m
Attack on Titan the Movie: The Last Attack,2024,9.3,11000.0,"The fate of the world hangs in the balance as Eren unleashes the ultimate power of the Titans. With a burning determination to eliminate all who threaten Eldia, he leads an unstoppable army of Colossal Titans towards Marley.",2h 25m
The Deliverance,2024,5.1,22000.0,"An Indiana family discovers strange, demonic occurrences that convince them and their community that the house is a portal to hell.",1h 52m
Descendants: The Rise of Red,2024,4.7,6700.0,"After the Queen of Hearts incites a coup in Auradon, her rebellious daughter, Red, and Cinderella's perfectionist daughter, Chloe, must team up and travel in time to undo the traumatic event that drove a young Queen of Hearts to villainy.",1h 31m
Never Let Go,2024,5.4,13000.0,A family that has been haunted by an evil spirit for years. Their safety and their surroundings come into question when one of the children questions if the evil is real.,1h 41m
All for One,2024,1.3,538.0,"Sara a young Morisco unmasks the three musketeers who protect the Queen of France, she decides to cling to these powerful women and their brilliant idea.",1h 37m
Greedy People,2024,6.2,9700.0,Follows the residents of a small island town who must navigate a sensational murder and the discovery of a million dollars; a series of increasingly bad decisions upend the once peaceful community.,1h 52m
Milk & Serial,2024,6.6,2300.0,A surprise birthday prank takes a turn for the worse when a popular social media duo must face the reality of the terrifying aftermath.,1h 2m
Time Cut,2024,5.0,17000.0,High school student accidentally travels back to 2003 and decides to stop the serial killer who murdered her sister.,1h 31m
No Way Up,2024,4.6,9900.0,Characters from different backgrounds are thrown together when the plane they're travelling on crashes into the Pacific Ocean. A nightmare fight for survival ensues with the air supply running out and dangers creeping in from all sides.,1h 30m
Out of My Mind,2024,7.4,2300.0,"Melody Brooks is navigating sixth grade as a nonverbal wheelchair user who has cerebral palsy. With the help of some assistive technology and her devoted allies, Melody shows that what she has to say is more important than how she says it.",1h 42m
Irish Wish,2024,5.2,21000.0,"When the love of Maddie's life gets engaged to her best friend, she puts her feelings aside to be a bridesmaid at their wedding in Ireland.",1h 33m
Daddy's Head,2024,5.6,4300.0,A boy and his stepmother fear for their safety after an eerie creature resembling the boy's recently deceased father visits them.,1h 32m
Almost Paradise,2024,6.5,502.0,"Ugo Conti, charismatic Italian aristocrat and influencer, arrives in Mexico where he seduces the Mexican high society. When he meets Frida Becker again, the love of his past, he will end up in the center of a struggle for political power.",2h
Pedro Páramo,2024,6.3,2700.0,"Follows a dusty road to a town of death. Time shifts from one consciousness to another in a hypnotic flow of dreams, desires and memories, a world of ghosts dominated by the figure of Pedro Páramo, lover, overlord, murderer.",2h 10m
Buy Now! The Shopping Conspiracy,2024,6.7,5700.0,"Pulls back the curtain on the world's top brands, exposing the hidden tactics and covert strategies used to keep all of us locked in an endless cycle of buying, no matter the cost.",1h 24m
Imaginary,2024,4.7,17000.0,A woman returns to her childhood home to discover that the imaginary friend she left behind is very real and unhappy that she abandoned him.,1h 44m
The Fix,2024,4.6,1000.0,"In a future with toxic air, a model takes a drug causing a transformation. She tries reversing it but learns her mutations could save humanity.",1h 38m
Orion and the Dark,2024,6.3,17000.0,"A boy with an active imagination faces his fears on an unforgettable journey through the night with his new friend: a giant, smiling creature named Dark.",1h 33m
Universal Language,2024,7.0,730.0,An absurdist triptych of seemingly unconnected stories find a mysterious point of intersection in this tale set somewhere between Winnipeg and Tehran.,1h 29m
Outside,2024,5.1,4300.0,"A family seeks refuge on an isolated farm during a zombie apocalypse, but long-buried secrets strain their relationships as they struggle to survive.",2h 22m
V/H/S/Beyond,2024,5.9,8700.0,"Six bloodcurdling tapes unleash horror in a sci-fi inspired hellscape, pushing the boundaries of fear and suspense.",1h 54m
Chantal in Fairyland,2024,4.6,2300.0,"Chantal will be involuntarily transported to a fairy tale world, fighting against witches and tyrant kings, but above all for her friendship with Zeynep.",1h 58m
Winner,2024,6.4,1800.0,Winner is a brilliant young misfit from Texas who finds her morals challenged while serving in the U.S. Air Force and working as an NSA contractor.,1h 43m
Hold Your Breath,2024,5.3,8000.0,"In 1930s Oklahoma amid the region's horrific dust storms, a woman is convinced that a sinister presence is threatening her family.",1h 34m
Am I Racist?,2024,6.7,16000.0,"A man investigates diversity, equity and inclusion practices, revealing absurdities through hidden social experiments.",1h 40m
Meiyazhagan,2024,8.4,13000.0,A man's life is changed when he bumps into someone from his hometown in this moving Tamil-language drama; gentle scenes are occasionally punctuated by sporting threat and recollections of violence.,2h 57m
The Best Christmas Pageant Ever,2024,6.8,5800.0,Nobody is ready for the mayhem and surprises that ensue when six of the worst youngsters disrupt the town's yearly Christmas performance.,1h 39m
